supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts,txn_count,avg_txn_amount,avg_delay,late_ratio,dispute_rate,avg_delivery_quality,contract_text,clause_risk_score,risk_score,risk_label
S_00092,"Smith, Montoya and Evans",North America,IT Services,435800,252429,55,315281,21,8,76,0.46,9,Medium,661,2025-11-01 22:08:45.620197+00:00,0.0,0.0,55.0,0.0,0.0,76.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.97,1.0,high
S_00093,"Garcia, Humphrey and Baker",North America,Biotech,1560426,1303610,79,1442637,21,7,87,0.34,2,High,619,2025-11-01 22:08:45.620763+00:00,0.0,0.0,79.0,0.0,0.0,87.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,67.72,1.0,high
S_00094,Newton and Sons,North America,Facilities,2180516,1854757,86,1156299,16,1,78,0.57,5,Low,699,2025-11-01 22:08:45.621179+00:00,0.0,0.0,86.0,0.0,0.0,78.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,67.14,0.429,medium
S_00095,Campbell-Clark,LATAM,IT Services,2559487,1608427,38,427788,30,7,56,0.71,3,Medium,748,2025-11-01 22:08:45.621829+00:00,0.0,0.0,38.0,0.0,0.0,56.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,49.39,0.429,medium
S_00096,Harris-Walters,Asia-Pacific,Manufacturing,3061167,2721292,84,840064,23,0,86,0.66,10,Medium,731,2025-11-01 22:08:45.622812+00:00,0.0,0.0,84.0,0.0,0.0,86.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,64.25,0.429,medium
S_00097,Wagner-King,LATAM,IT Services,461412,363532,29,1283107,57,5,64,0.93,10,High,825,2025-11-01 22:08:45.623463+00:00,2.0,32414.5,52.5,1.0,1.0,77.5,Payment terms: net 30 days.,32.0,0.286,low
S_00098,Davis Group,Europe,Manufacturing,2152409,1833210,82,92675,25,12,78,0.74,0,Medium,759,2025-11-01 22:08:45.623948+00:00,1.0,13109.0,33.0,1.0,0.0,80.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous.,40.46,0.714,high
S_00099,Williams-Cook,Asia-Pacific,IT Services,1152362,891629,22,431097,14,12,84,0.27,5,Medium,594,2025-11-01 22:08:45.624622+00:00,0.0,0.0,22.0,0.0,0.0,84.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,47.82,0.571,medium
S_00100,Walsh LLC,Asia-Pacific,Facilities,2336125,2064415,37,1575648,27,12,57,0.86,7,Low,801,2025-11-01 22:08:45.625021+00:00,0.0,0.0,37.0,0.0,0.0,57.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,61.22,0.571,medium
S_00101,Figueroa PLC,Europe,Facilities,1230755,1087538,71,777085,11,12,75,0.8,0,High,780,2025-11-01 22:08:45.625407+00:00,0.0,0.0,71.0,0.0,0.0,75.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,56.32,0.571,medium
S_00102,"Patterson, Smith and Jones",Asia-Pacific,Biotech,1086737,641732,81,1981935,29,1,93,0.56,3,Medium,696,2025-11-01 22:08:45.626385+00:00,2.0,16505.5,46.5,0.5,1.0,77.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,43.86,0.571,medium
S_00103,"Mckee, Gardner and Davenport",Europe,Manufacturing,4759426,3415849,59,1917124,50,4,91,0.46,6,High,661,2025-11-01 22:08:45.627481+00:00,1.0,25548.0,26.0,1.0,0.0,71.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,66.95,0.857,high
S_00104,"Tran, Jordan and Williams",Asia-Pacific,Facilities,430396,197147,30,1870717,40,2,74,0.96,7,Medium,836,2025-11-01 22:08:45.628437+00:00,0.0,0.0,30.0,0.0,0.0,74.0,No clear penalty clause; termination ambiguous.,56.05,0.0,low
S_00105,Nolan-Flynn,Europe,Facilities,4581463,3332835,62,1301116,32,4,52,0.54,5,High,689,2025-11-01 22:08:45.629058+00:00,1.0,19143.0,36.0,1.0,0.0,64.0,Payment terms: net 30 days.,32.6,0.571,medium
S_00106,Nolan and Sons,Asia-Pacific,Manufacturing,3780379,3366290,47,1151827,47,5,53,0.96,6,High,836,2025-11-01 22:08:45.629360+00:00,0.0,0.0,47.0,0.0,0.0,53.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,46.39,0.429,medium
S_00107,"Wright, Garcia and Deleon",LATAM,Manufacturing,1074749,786054,82,1351113,44,0,53,0.96,5,High,836,2025-11-01 22:08:45.629880+00:00,0.0,0.0,82.0,0.0,0.0,53.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,57.51,0.429,medium
S_00108,Dickson-Brady,Europe,Manufacturing,1106326,901554,70,444440,43,3,64,0.83,5,Medium,790,2025-11-01 22:08:45.630242+00:00,0.0,0.0,70.0,0.0,0.0,64.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,45.42,0.429,medium
S_00109,Hancock and Sons,Europe,Logistics,73786,49444,22,240532,48,0,58,0.42,0,Medium,647,2025-11-01 22:08:45.630457+00:00,0.0,0.0,22.0,0.0,0.0,58.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,68.39,0.571,medium
S_00110,Johnson-Doyle,North America,Logistics,2045914,1089825,16,1565495,32,8,57,0.67,1,Medium,734,2025-11-01 22:08:45.630925+00:00,0.0,0.0,16.0,0.0,0.0,57.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,72.13,0.571,medium
S_00111,Patton-Jenkins,North America,Facilities,3087003,2012476,78,100943,52,12,92,0.61,8,Medium,713,2025-11-01 22:08:45.631605+00:00,0.0,0.0,78.0,0.0,0.0,92.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,73.61,0.714,high
S_00112,"Shields, Cochran and Adams",LATAM,Facilities,311310,190875,13,1038168,51,7,54,0.25,1,Medium,587,2025-11-01 22:08:45.632376+00:00,0.0,0.0,13.0,0.0,0.0,54.0,No clear penalty clause; termination ambiguous.,59.84,0.714,high
S_00113,"Rodriguez, Brennan and Garrison",Asia-Pacific,Biotech,1294314,927425,70,1503492,26,6,88,0.25,8,High,587,2025-11-01 22:08:45.632957+00:00,1.0,26110.0,69.0,1.0,0.0,85.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,60.75,1.0,high
S_00114,Gonzalez Group,North America,Manufacturing,4290869,3545958,83,1850683,55,8,96,0.68,3,Medium,738,2025-11-01 22:08:45.633207+00:00,2.0,36359.5,22.5,1.0,0.0,89.5,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,62.27,0.857,high
S_00115,Torres-Pope,LATAM,Facilities,1966743,1195769,12,665461,33,5,92,0.53,4,Medium,685,2025-11-01 22:08:45.633594+00:00,1.0,28540.0,38.0,1.0,0.0,79.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,35.73,0.143,low
S_00116,Walker Ltd,LATAM,Manufacturing,1330428,592855,10,205517,33,1,97,0.75,5,Low,762,2025-11-01 22:08:45.633809+00:00,0.0,0.0,10.0,0.0,0.0,97.0,Standard contract with net 30 payment terms.,27.97,0.0,low
S_00117,Ross LLC,Asia-Pacific,Manufacturing,4717176,2855798,85,1983692,54,6,96,0.25,0,Low,587,2025-11-01 22:08:45.634013+00:00,1.0,9258.0,12.0,1.0,0.0,82.0,No clear penalty clause; termination ambiguous.,52.37,1.0,high
S_00118,Rasmussen LLC,Europe,Logistics,2671011,1945479,28,1786864,12,5,85,0.48,5,High,668,2025-11-01 22:08:45.634228+00:00,0.0,0.0,28.0,0.0,0.0,85.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,61.5,0.429,medium
S_00119,May-Ross,LATAM,Biotech,2386799,2117743,79,1296756,49,10,85,0.66,0,Medium,731,2025-11-01 22:08:45.634603+00:00,1.0,44024.0,62.0,1.0,0.0,95.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,74.73,0.857,high
S_00120,"Rivera, Johnson and Wiley",Asia-Pacific,IT Services,2293514,1974185,44,22804,17,2,86,0.22,10,Medium,577,2025-11-01 22:08:45.635158+00:00,0.0,0.0,44.0,0.0,0.0,86.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,38.02,0.286,low
S_00121,White-Estes,North America,Manufacturing,1240130,958689,27,798936,32,7,71,0.79,2,Medium,776,2025-11-01 22:08:45.635569+00:00,0.0,0.0,27.0,0.0,0.0,71.0,Supplier notified raw material shortages causing delays.,45.03,0.286,low
S_00122,Johnson-Carlson,North America,Manufacturing,2771120,1324013,79,114359,49,1,67,0.82,7,Medium,787,2025-11-01 22:08:45.635965+00:00,0.0,0.0,79.0,0.0,0.0,67.0,Penalty clause included for delayed delivery.,15.42,0.429,medium
S_00123,Chandler-Edwards,LATAM,IT Services,4124025,2094115,65,248692,28,6,57,0.69,4,Medium,741,2025-11-01 22:08:45.636323+00:00,4.0,25518.75,31.5,0.75,0.25,72.5,Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,69.79,1.0,high
S_00124,"Joyce, Wilson and Lam",Asia-Pacific,Manufacturing,4132171,2108478,76,124886,6,3,69,0.62,3,Medium,717,2025-11-01 22:08:45.636849+00:00,0.0,0.0,76.0,0.0,0.0,69.0,No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,56.63,0.429,medium
S_00125,Scott Ltd,North America,Manufacturing,2193452,1422876,55,378458,14,6,84,0.43,3,Medium,650,2025-11-01 22:08:45.637059+00:00,0.0,0.0,55.0,0.0,0.0,84.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,44.25,0.857,high
S_00126,Smith-Frost,North America,Facilities,3020969,1236696,9,1817975,26,9,77,0.26,9,Medium,591,2025-11-01 22:08:45.637418+00:00,0.0,0.0,9.0,0.0,0.0,77.0,Penalty clause included for delayed delivery.,22.5,0.571,medium
S_00127,"Mcdaniel, Bentley and Mclaughlin",LATAM,Manufacturing,3553870,3138422,21,1690494,45,7,94,0.43,5,High,650,2025-11-01 22:08:45.637935+00:00,0.0,0.0,21.0,0.0,0.0,94.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,45.72,0.571,medium
S_00128,Diaz Inc,LATAM,Biotech,938044,412104,39,1574066,27,3,71,0.39,2,High,636,2025-11-01 22:08:45.638145+00:00,0.0,0.0,39.0,0.0,0.0,71.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,41.95,0.286,low
S_00129,"Mccall, Hanson and Alvarado",Europe,IT Services,1006524,579304,82,1719256,15,3,56,0.62,2,High,717,2025-11-01 22:08:45.638645+00:00,0.0,0.0,82.0,0.0,0.0,56.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays.,36.18,0.429,medium
S_00130,Cortez LLC,North America,Logistics,1505415,1318210,80,1046238,35,12,86,0.68,9,Medium,738,2025-11-01 22:08:45.638910+00:00,1.0,6747.0,89.0,1.0,1.0,81.0,Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,49.95,0.857,high
S_00131,"Parker, Ortiz and Powell",Asia-Pacific,IT Services,4785300,2275308,8,993398,34,10,69,0.71,4,Medium,748,2025-11-01 22:08:45.639676+00:00,0.0,0.0,8.0,0.0,0.0,69.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,24.53,0.429,medium
S_00132,Spencer-Lee,Asia-Pacific,Facilities,3002305,1879313,7,783298,59,4,54,0.61,10,Low,713,2025-11-01 22:08:45.640169+00:00,1.0,21495.0,14.0,1.0,0.0,99.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.4,0.143,low
S_00133,"Bentley, Byrd and Orr",LATAM,Facilities,807461,557281,5,953159,57,9,91,0.69,3,Medium,741,2025-11-01 22:08:45.640880+00:00,0.0,0.0,5.0,0.0,0.0,91.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,44.87,0.286,low
S_00134,"Carroll, Sullivan and Bass",North America,Facilities,4039865,1825012,43,1508028,11,8,91,0.6,2,High,710,2025-11-01 22:08:45.641824+00:00,3.0,25970.333333333332,26.333333333333332,0.6666666666666667,0.0,81.0,Penalty clause included for delayed delivery. Long-term partnership clause with annual reviews.,19.83,0.429,medium
S_00135,Mitchell-Jordan,Europe,IT Services,3722182,2182784,36,822471,32,12,71,0.99,10,Medium,846,2025-11-01 22:08:45.642361+00:00,0.0,0.0,36.0,0.0,0.0,71.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays.,33.78,0.286,low
S_00136,"Lawson, Morris and Ramos",North America,Biotech,2857242,2112043,36,538473,52,10,88,0.25,2,Medium,587,2025-11-01 22:08:45.643076+00:00,2.0,44702.5,67.0,1.0,0.0,58.5,Penalty clause included for delayed delivery.,15.5,0.857,high
S_00137,"Lewis, Kennedy and Santana",Asia-Pacific,IT Services,4938373,4364772,89,1398598,31,2,88,0.73,1,Medium,755,2025-11-01 22:08:45.643606+00:00,1.0,16883.0,34.0,1.0,0.0,62.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,68.11,0.714,high
S_00138,"Jackson, Miller and Robertson",Asia-Pacific,Logistics,3209815,2359400,87,1923542,39,1,91,0.71,10,Medium,748,2025-11-01 22:08:45.644164+00:00,0.0,0.0,87.0,0.0,0.0,91.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,32.17,0.286,low
S_00139,"Harvey, Davis and Crane",Asia-Pacific,Logistics,3085234,2701383,43,1997404,55,7,62,0.21,3,Low,573,2025-11-01 22:08:45.644821+00:00,0.0,0.0,43.0,0.0,0.0,62.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,56.37,0.714,high
S_00140,Chambers and Sons,North America,Biotech,1349774,1060162,67,89162,48,5,99,0.26,9,High,591,2025-11-01 22:08:45.645273+00:00,1.0,12937.0,14.0,1.0,0.0,70.0,No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,67.14,0.857,high
S_00141,Hernandez Inc,Europe,Biotech,3210155,2582639,21,1522430,34,0,76,0.32,5,Medium,612,2025-11-01 22:08:45.645690+00:00,0.0,0.0,21.0,0.0,0.0,76.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,15.34,0.286,low
S_00142,Riggs PLC,Asia-Pacific,Facilities,2042547,1055999,30,659001,57,12,80,0.98,3,Medium,843,2025-11-01 22:08:45.646076+00:00,0.0,0.0,30.0,0.0,0.0,80.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,30.93,0.286,low
S_00143,Gibson Ltd,LATAM,IT Services,4835024,3815133,64,1116163,32,2,62,0.99,9,High,846,2025-11-01 22:08:45.646454+00:00,2.0,19170.5,66.5,1.0,0.0,85.0,Standard contract with net 30 payment terms.,33.9,0.429,medium
S_00144,"Lee, Horton and Snyder",LATAM,IT Services,2147178,1454220,13,1501915,60,8,57,0.24,4,High,584,2025-11-01 22:08:45.647165+00:00,2.0,48036.5,47.5,1.0,0.0,72.5,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,59.87,0.714,high
S_00145,Hernandez Ltd,Europe,Facilities,1394797,621879,28,1722750,34,5,51,0.42,6,High,647,2025-11-01 22:08:45.647391+00:00,1.0,11671.0,51.0,1.0,0.0,52.0,Penalty clause included for delayed delivery. Payment terms: net 30 days.,21.63,0.571,medium
S_00146,Stafford Inc,LATAM,Manufacturing,4261140,2503233,3,678330,12,11,91,0.5,5,Medium,675,2025-11-01 22:08:45.647718+00:00,0.0,0.0,3.0,0.0,0.0,91.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Long-term partnership clause with annual reviews.,16.59,0.286,low
S_00147,Robinson-Brock,LATAM,Logistics,1204269,938632,60,950785,45,0,55,0.23,0,High,580,2025-11-01 22:08:45.648466+00:00,0.0,0.0,60.0,0.0,0.0,55.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,43.62,0.714,high
S_00148,"Holmes, Williams and Wright",LATAM,Manufacturing,1304261,1027870,30,641559,13,0,65,0.64,6,Medium,724,2025-11-01 22:08:45.649593+00:00,0.0,0.0,30.0,0.0,0.0,65.0,Penalty clause included for delayed delivery. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,31.19,0.143,low
S_00149,Bryant Group,LATAM,Biotech,3884546,2594981,80,1090821,42,3,95,0.25,2,High,587,2025-11-01 22:08:45.650112+00:00,0.0,0.0,80.0,0.0,0.0,95.0,Payment terms: net 30 days. No clear penalty clause; termination ambiguous.,59.75,0.571,medium
S_00150,"Schmidt, Hansen and Stewart",Europe,Biotech,63122,38396,85,1411348,11,8,73,0.69,1,Low,741,2025-11-01 22:08:45.650957+00:00,1.0,16935.0,12.0,1.0,0.0,74.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,46.16,0.714,high
S_00151,Salazar-Ball,North America,Facilities,4614090,3860450,5,1343098,30,5,66,0.61,0,Medium,713,2025-11-01 22:08:45.651643+00:00,0.0,0.0,5.0,0.0,0.0,66.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. No clear penalty clause; termination ambiguous. Supplier notified raw material shortages causing delays.,59.82,0.143,low
S_00152,"Simmons, Meadows and Griffin",North America,Biotech,616730,473397,42,289780,8,5,84,0.48,5,Low,668,2025-11-01 22:08:45.652543+00:00,0.0,0.0,42.0,0.0,0.0,84.0,Penalty clause included for delayed delivery. No clear penalty clause; termination ambiguous. Long-term partnership clause with annual reviews.,47.51,0.286,low
S_00153,Manning Group,LATAM,Facilities,1518754,1087227,17,142331,51,12,79,0.86,0,High,801,2025-11-01 22:08:45.652964+00:00,1.0,24878.0,6.0,0.0,0.0,53.0,Penalty clause included for delayed delivery. Payment terms: net 30 days. Supplier notified raw material shortages causing delays. Long-term partnership clause with annual reviews.,37.4,0.429,medium
